-0.0020752,-0.0018921,-0.002594,-0.0013885,-0.0018463,-0.0020599
-0.0020599,-0.0016479,-0.0022583,-0.0011749,-0.0021057,-0.0020294
-0.0021057,-0.0016022,-0.002121,-0.001236,-0.0022888,-0.0023193
-0.0023499,-0.0020447,-0.0017548,-0.0010529,-0.0021667,-0.0017548
-0.0022888,-0.0021515,-0.0016022,-0.00076294,-0.0016785,-0.001709
-0.0019226,-0.0018768,-0.0020294,-0.00091553,-0.0011902,-0.0019836
-0.0019989,-0.0019684,-0.0020142,-0.00074768,-0.0013123,-0.0016479
-0.0016632,-0.0018005,-0.0018616,-0.00067139,-0.0019684,-0.0019073
-0.0013428,-0.0015717,-0.0015869,-0.00045776,-0.0019836,-0.001709
-0.0013885,-0.0016479,-0.0011597,0.00022888,-0.0017548,-0.0013885
-0.0013275,-0.0013885,-0.0010986,0.00013733,-0.0013123,-0.0015411
-0.0010376,-0.00090027,-0.00094604,-0.00019836,-0.0004425,-0.0011139
-0.00073242,-0.00086975,-0.00071716,0.00033569,-0.00042725,-0.00064087
-0.00093079,-0.0010376,-0.00068665,0.00067139,-0.00054932,-0.00076294
-0.0009613,-0.00083923,-0.00027466,0.00056458,-0.00028992,-0.0010376
-0.00090027,-0.00091553,-0.00024414,0.00082397,-0.00073242,-0.0010071
-0.001358,-0.0014343,-0.00076294,0.00036621,-0.0010681,-0.00085449
-0.0011444,-0.0015564,-0.00088501,-0.00027466,-0.00073242,-0.00062561
-0.00076294,-0.0011292,-0.0011749,-0.00010681,-0.00082397,-0.00045776
-0.0011444,-0.0010986,-0.00177,-0.00015259,-0.0012817,-0.0010071
-0.0012207,-0.0016632,-0.0019226,-0.00050354,-0.0012665,-0.0016479
-0.0016174,-0.0019073,-0.0020599,-0.0010071,-0.0011597,-0.0013733
-0.0021057,-0.0019531,-0.002182,-0.0011292,-0.002121,-0.00177
-0.0020447,-0.0019989,-0.0020752,-0.0012665,-0.0027313,-0.0024567
-0.0026855,-0.0020142,-0.0023346,-0.0017242,-0.0027618,-0.0021057
-0.0029449,-0.0024719,-0.002594,-0.0015564,-0.0032501,-0.0023956
-0.0026398,-0.0027313,-0.0026703,-0.0015564,-0.0025024,-0.0026855
-0.0029602,-0.0028381,-0.0029755,-0.0017548,-0.0024414,-0.0024414
-0.0027313,-0.0031128,-0.003067,-0.0015564,-0.0030212,-0.0026245
-0.0025787,-0.0027161,-0.0028076,-0.0015564,-0.002243,-0.0026398
-0.0030212,-0.0027618,-0.0027008,-0.0015411,-0.0024109,-0.0027161
-0.0027313,-0.0028839,-0.0022583,-0.00097656,-0.002533,-0.0025024
-0.0022125,-0.002243,-0.0017853,-0.00054932,-0.0015259,-0.0019531
-0.0019989,-0.0021057,-0.0015564,-0.00047302,-0.0010681,-0.0020294
-0.0019073,-0.0015717,-0.0011444,-3.0518e-05,-0.0014801,-0.0015717
-0.0015564,-0.00093079,-0.0010834,0.00021362,-0.0016632,-0.0011902
-0.0010681,-0.0011139,-0.00091553,4.5776e-05,-0.00090027,-0.0011597
-0.0010681,-0.0011597,-0.00082397,1.5259e-05,-0.00054932,-0.00048828
-0.00091553,-0.00093079,-0.00073242,0.00010681,-0.00073242,-0.00028992
-0.00068665,-0.00074768,-0.00030518,0.00013733,-0.0010681,-0.00012207
-0.00068665,-0.00080872,-0.00045776,1.5259e-05,-0.0011749,0.00016785
-0.00053406,-0.00091553,-0.00071716,-0.00015259,-0.00064087,-9.1553e-05
