x,y,z,timestamp,walking_direction
-12.282501,-3.5166016,0.76864624,0,180
-12.490799,-3.4375916,0.6130371,10,180
-12.720642,-3.3992767,0.46458435,20,180
-13.0271,-3.490265,0.38557434,30,180
-13.185104,-3.5884247,0.3568573,40,180
-13.587341,-4.1726074,0.45980835,50,180
-13.726196,-4.728073,0.7423248,60,180
-13.795639,-5.048889,0.88357544,70,180
-14.372635,-6.2795105,1.1158142,80,180
-15.136383,-7.28508,0.9290619,90,180
-16.156311,-8.319366,0.46458435,100,180
-16.94162,-8.994537,-0.29916382,110,180
-17.408478,-9.406342,-1.1107941,120,180
-17.61438,-9.923477,-1.9296112,130,180
-17.643112,-10.739899,-2.3725433,140,180
-17.63832,-11.31691,-2.4683075,150,180
-17.784378,-13.620132,-1.5608978,160,180
-17.767609,-15.470856,-0.71813965,170,180
-17.420456,-17.288055,0.009689331,180,180
-16.745285,-18.88977,0.8165436,190,180
-15.73494,-20.084473,1.6018372,200,180
-15.133987,-20.501068,1.9585724,210,180
-13.185104,-21.090042,2.8180847,220,180
-11.825211,-20.946396,3.1915894,230,180
-10.61853,-20.434036,3.375946,240,180
-10.230667,-20.137146,3.3352356,250,180
-10.537125,-20.005463,3.0072327,260,180
-10.472473,-19.246506,2.3200989,270,180
-10.154053,-18.075745,1.7670288,280,180
-9.981674,-17.46762,1.5683136,290,180
-9.66803,-16.43811,1.3336792,300,180
-8.985687,-15.121292,1.4414215,310,180
-8.293762,-14.357544,1.6401367,320,180
-7.6161957,-13.73027,1.9011078,330,180
-6.6202087,-12.959335,2.399109,340,180
-6.261078,-12.739059,2.5331879,350,180
-5.8756104,-12.537949,2.628952,360,180
-4.664154,-11.984894,2.7941437,370,180
-4.300232,-11.8220825,2.8013306,380,180
-3.632248,-11.563507,2.5714874,390,180
-3.352127,-11.283386,2.221939,400,180
-3.0552368,-10.756668,1.8197021,410,180
-2.8373718,-10.172485,1.4366302,420,180
-2.6458282,-9.573929,1.0631409,430,180
-2.4638824,-8.956223,0.759079,440,180
-2.392044,-8.647369,0.63697815,450,180
-2.4016266,-8.132614,0.20840454,460,180
-2.423172,-8.091919,0.06954956,470,180
-2.162201,-8.048828,-0.2776184,480,180
-1.9970093,-8.2092285,-0.36380005,490,180
-1.6857605,-8.398376,-0.29437256,500,180
-1.245224,-8.467804,-0.1124115,510,180
-0.7280731,-8.410355,0.10307312,520,180
-0.2899475,-8.386398,0.43585205,530,180
0.12904358,-8.561188,0.7255554,540,180
0.35888672,-8.637802,0.86203,550,180
0.95744324,-8.716812,1.5443726,560,180
1.0460205,-8.810181,1.779007,570,180
0.8688507,-9.57872,2.446991,580,180
0.7563324,-9.911514,2.7031708,590,180
0.1721344,-11.106216,3.3496094,600,180
-0.3928833,-12.061508,3.3424225,610,180
