x,y,z,timestamp,walking_direction
-1.8509674,-9.729553,-1.2783813,0,90
-1.7144928,-9.595474,-1.4292297,10,90
-1.2380371,-9.107056,-1.3813324,20,90
-1.2476196,-9.411118,-1.4172516,30,90
-1.2667694,-9.8133545,-1.3957062,40,90
-1.0489044,-9.715195,-1.3262787,50,90
-1.1327057,-10.100647,-0.94081116,60,90
-1.3601532,-10.519638,-0.36140442,70,90
-1.269165,-10.498093,-0.023834229,80,90
-0.7448425,-9.925873,0.10784912,90,90
-0.7256775,-9.918701,0.10067749,100,90
-1.0632629,-9.942642,-0.11959839,110,90
-1.0584717,-9.399155,-0.46195984,120,90
-1.300293,-9.743912,-0.4954834,130,90
-1.6737823,-9.8971405,-0.2776184,140,90
-1.5253448,-9.339294,-0.17944336,150,90
-0.9220123,-9.312958,-0.08847046,160,90
-1.2978973,-9.49971,-0.39492798,170,90
-1.2260742,-9.502106,-0.52900696,180,90
-1.082428,-9.389572,-0.6822357,190,90
-1.2164917,-9.097488,-1.2304993,200,90
-0.7855377,-8.961014,-1.0341797,210,90
-0.5437317,-8.84848,-1.0677032,220,90
-0.8190613,-9.059174,-1.0198212,230,90
-1.0177765,-9.181274,-1.1514893,240,90
-1.4223938,-11.264236,-0.51942444,250,90
-1.6809692,-11.7742,-0.3877411,260,90
-1.6809692,-11.7742,-0.3877411,270,90
-1.9443359,-11.213959,-0.10762024,280,90
-2.636261,-10.802155,-0.26324463,290,90
-3.2324066,-10.610626,-0.5601349,300,90
-3.2419891,-10.416687,-0.56970215,310,90
-3.0935516,-10.634567,-0.9001007,320,90
-2.763153,-10.933838,-0.6439209,330,90
-1.9994049,-10.809341,-0.4835205,340,90
-1.6570282,-11.388733,-0.5266113,350,90
-1.1279144,-11.644913,-0.473938,360,90
-0.5078125,-12.080658,-0.36140442,370,90
-0.45513916,-12.506821,-0.43562317,380,90
-1.0848083,-12.674423,-0.83306885,390,90
-1.755188,-12.494858,-1.0940399,400,90
-2.2244568,-11.927429,-1.0293884,410,90
-2.308258,-11.307327,-0.5960388,420,90
-1.7815247,-10.847641,0.2706604,430,90
-0.8813019,-10.443024,1.2115784,440,90
-0.07206726,-10.141357,1.5515594,450,90
0.4714203,-9.925873,1.1493378,460,90
0.74435425,-9.681671,0.3688202,470,90
0.78027344,-9.317749,-0.60801697,480,90
0.7132263,-8.94426,-1.6830139,490,90
0.5552063,-8.575546,-2.4874573,500,90
-0.08642578,-8.482178,-2.264801,510,90
-0.3928833,-8.712021,-1.4699249,520,90
-1.0417175,-9.686462,0.29699707,530,90
-1.6833649,-11.161285,1.779007,540,90
-2.2340393,-12.712723,2.1836243,550,90
-1.5636597,-13.933777,1.1732788,560,90
-0.43359375,-16.761322,0.11503601,570,90
0.0524292,-20.022232,-0.4092865,580,90
-0.9411621,-19.904907,-1.3190918,590,90
-1.6426697,-14.889053,-1.3334503,600,90
-1.2524109,-12.298538,-1.1467133,610,90
-0.11994934,-7.795044,-0.2321167,620,90
0.05003357,-6.7463837,0.14855957,630,90
0.27268982,-6.281906,0.2993927,640,90
0.46183777,-5.9275665,0.2131958,650,90
0.63900757,-5.5756073,0.03842163,660,90
0.75154114,-5.293091,-0.16508484,670,90
0.89279175,-4.9363556,-0.31352234,680,90
0.7778778,-4.8286285,-0.42366028,690,90
0.55999756,-4.8094635,-0.41407776,700,90
0.3948059,-4.783127,-0.34465027,710,90
-0.04573059,-4.7136993,-0.19621277,720,90
-0.76638794,-4.874115,0.13658142,730,90
-0.7615967,-4.673004,0.30178833,740,90
-1.0895996,-4.7543945,0.7878113,750,90
-1.5636597,-5.582794,1.2594604,760,90
-1.671402,-6.2388,1.9130859,770,90
-1.7887115,-7.0504456,2.8133087,780,90
-1.8294067,-7.5292816,3.352005,790,90
-2.0975647,-8.709625,4.577835,800,90
-2.5859833,-10.62738,6.1699677,810,90
-3.1198883,-11.661667,6.926544,820,90
